code,"Description"
335402,"Arranges the clearance and collection of imported cargo from customs and bond stores, and the shipment of cargo for export."
335403,"Examines applications for passports, determines eligibility of applications for issuing."
335404,"Testing of vehicles to comply with legislation; Conduct quality checks according to SABS codes; Testing vehicles for roadworthiness;  Determine dimensions of vehicles for roadworthiness; Inspection of passenger compartments of vehicles; Inspection of the undercarriage of vehicles; Examining equipment, couplings and body works in respect of vehicles; Determine the load carrying capacity of vehicles; Determine the passenger carrying capacity of vehicles; Classify different vehicle categories for registration purposes; Determine fitness of operators in terms of legislation;  Verify, validate and categories motor vehicles;  Assess the systems of a motor vehicle; Certify roadworthiness of vehicles, Interact with the public and drivers in regard to roadworthiness of vehicles; and  Upload relevant data on ENATIS"
3355,"Police inspectors and detectives investigate facts and circumstances relating to crimes committed in order to identify suspected offenders and obtain information not readily available or apparent concerning establishments or the circumstances and behaviour of persons, mostly in order to prevent crimes."
335501,"Investigates serious crimes such as terrorism, homicide, armed robbery, vice and arson, and gathers evidence to arrest and prosecute criminals."
335502,"Attend major crashes as identified, Analyse the crash scene to identify, determine and prove the elements of the crash by making technical, human, vehicle, road, environmental and climate conditions observation, Marking all physical evidence and crash related points identified on the road surface, Taking high quality photographs: The scene from different angles or heights, Road signs and road markings, Traffic control devices, Minimum of nine (9) external photographs per vehicle, Minimum of five (5) internal photographs per vehicle, Visible injuries of a deceased victim (s) (especially whilst he or she is in the position of rest after the accident), and physical evidence and exhibits (especially whilst the evidence is in the position of rest after the accident), Drawing detailed rough sketch of the crash scene.Taking and recording measurements using a tape measure or other approved device, (eg, total station, rolling measuring wheel, etc), Investigating all vehicles involved in the road crash to identify and determine mechanical defects,  failure, modifications, faults, roadworthiness,  and other contributing factors,  Ensure that a high quality plan or sketch plan and key to plan or sketch plan,  as well as an accompanying statement or affidavit are compiled, Compile a Technical Crash Report within the prescribed time period, Testify in court when required"
3359,"This unit group covers government regulatory associate professionals not classified elsewhere in major group 3, technicians and associate professionals, For instance the group includes agricultural, fisheries, forestry, prices, wages and weights and measures inspectors."
335901,"Ensure compliance to labour related legislation through law enforcement inspections, guidance and corrective actions performed on site (on site includes international, national, local)."
335902,"Monitors price regulations to assess appropriateness of costs for goods and services to protect consumer interests."
335903,"Adjudicate asylum seeking applications to confer refugee status in accordance with the refugee act, 1998 (act no 130 of 1998) and its regulations of 2000."
335904,"Identifies pests and monitors and controls threats and infestations by pests in industrial, commercial and domestic sites according to environmental protection, public health and food safety regulations and protocols."
335905,"Monitors the allocation and use of water from water resources such as streams, rivers and underground sources."
335906,"Examines places of business to ensure compliance to environmental practice requirements, May issue certificates."
335907,"Examines places of business to ensure the use of correct weights and measures in trade and certifies equipment and devices."
335908,"Reviews any material before publication or dissemination."
335909,"Conducts price inspections and verifies and monitors prices to ensure that displayed prices reflect the correct value of goods or commodities for sale."
335910,"Determines whether an applicant should be permitted to receive a trademark registration."
335911,"Inspects incoming animals, plants, and animal and plant products to ensure compliance with laws and regulations to prevent the spread of exotic pests and diseases."
335912,"Inspects fishing vessels, gear, licenses and catches to ensure that fisheries laws and regulations are obeyed."
335913,"Inspects buildings to ensure compliance with laws and regulations and advises on building requirements."
335914,"Inspects rolling stock in railway yards, terminals and stations to ensure adherence to safety standards and operational rules and regulations."
335915,"Monitors scheduled train, tram and bus services and investigates accidents, complaints and service disruptions."
335916,"Administers applications and monitors adherence to regulations governing gaming establishments."
34,"Legal, social, cultural and related associate professionals perform technical tasks connected with the practical application of knowledge relating to legal services, social work, culture, food preparation, sport and religion."
341,"Legal, social and religious associate professionals provide technical and practical services and support functions in legal processes and investigations, social and community assistance programs and religious activities."
3411,"Legal and related associate professionals perform support functions in courts of law or in law offices, provide services related to such legal matters as insurance contracts, the transferring of property and the granting of loans and other financial transactions or conduct investigations for clients."
341101,"Acts for and on behalf of clients in the area of property and business transfers."
341102,"Acts for and on behalf of clients in the areas of company and business law, trusts, wills, probate and litigation under the general supervision of a barrister or solicitor."
341103,"Works within a legal environment, usually directly supporting one or more solicitors or legal executive by sharing caseload and providing legal advice and customer care within a law firm, a commercial company or in the public sector."
341104,"Administers court registry services and performs administrative functions in support of judges and magistrates."
341105,"Implements court orders and serves legal orders and summonses as an officer of the court."
341106,"Provides operational support to a court or registry."
341107,"Performs specialised clerical work associated with legal practice and law courts."
341108,"Administers trusts, estates and settlements on behalf of beneficiaries."
341109,"Conducts investigations for clients and prepares evidence for court proceedings."
341110,"Works within a legal environment, usually directly supporting one or more solicitors or legal executive by sharing caseload and providing legal advice and customer care within a law firm, a commercial company or in the public sector."
341111,"Consults and counsels clients to resolve debt and credit problems."
341112,"Monitors the compliance with regard to grievance, disciplinary and dispute procedures."
3412,"Social work associate professionals administer and implement social assistance programs and community services and assist clients to deal with personal and social problems."
341201,"Facilitates and mobilise community development initiatives and collective solutions within a community to address issues, needs and problems associated with recreational, health, housing, employment and other social services matters."
341202,"Works in a range of adult service units which provide education and community access to people with intellectual, physical, social and emotional disabilities."
341203,"Assists the work of social workers by providing services and counselling support to individuals, families and communities."
341204,"Assists young people as individuals or groups to solve social, emotional, developmental, behavioural and financial problems in an agency framework."
3413,"Religious associate professionals provide support to ministers of religion or to a religious community, undertake religious works, preach and propagate the teachings of a particular religion and endeavour to improve well-being through the power of faith and spiritual advice."
341301,"Undertakes religious works, preach and propagate the teachings of a particular religion and endeavour to improve well-being through the power of faith and spiritual advice."
342,"Sports and fitness workers prepare for and compete in sporting events for financial gain, train amateur and professional sportsmen and women to enhance performance, promote participation and standards in sport, organize and officiate sporting events, and provide instruction, training and supervision for various forms of exercise and other recreational activities."
3421,"Athletes and sport players participate in competitive sporting events, They train and compete, either individually or as part of a team, in their chosen sport."
342101,"Plays football professionally in competitions, This occupation requires high levels of physical fitness, sporting ability and personal commitment as well as, or in place of, formal qualifications or experience."
342102,"Plays golf professionally in tournaments or as a resident professional, organises golf related activities, This occupation requires high levels of physical fitness, sporting ability and personal commitment as well as, or in place of, formal qualifications or experience."
342103,"Rides horses in competitive races, race trials, and in exercises, This occupation requires high levels of physical fitness, sporting ability and personal commitment as well as, or in place of, formal qualifications or experience."
342104,"Plays cricket professionally in competitions, This occupation requires high levels of physical fitness, sporting ability and personal commitment as well as, or in place of, formal qualifications or experience."
342105,"Competing professionally in athletics such as running, throwing and jumping, This occupation requires high levels of physical fitness, sporting ability and personal commitment as well as, or in place of, formal qualifications or experience."
342106,"Boxes professionally in boxing matches, This occupation requires high levels of physical fitness, sporting ability and personal commitment as well as, or in place of, formal qualifications or experience."
342107,"Competing professionally in cycling races, This occupation requires high levels of physical fitness, sporting ability and personal commitment as well as, or in place of, formal qualifications or experience."
342108,"Drives racing cars professionally on roads, tracks, or closed circuits, This occupation requires high levels of physical fitness, sporting ability and personal commitment as well as, or in place of, formal qualifications or experience."
342109,"Surfs professionally in surfing competitions, This occupation requires high levels of physical fitness, sporting ability and personal commitment as well as, or in place of, formal qualifications or experience."
342110,"Participates professionally in swimming events, This occupation requires high levels of physical fitness, sporting ability and personal commitment as well as, or in place of, formal qualifications or experience."
342111,"Plays tennis professionally, This occupation requires high levels of physical fitness, sporting ability and personal commitment as well as, or in place of, formal qualifications or experience."
342112,"Wrestles professionally in wrestling matches, This occupation requires high levels of physical fitness, sporting ability and personal commitment as well as, or in place of, formal qualifications or experience."
342113,"Sails a yacht professionally in yachting events, This occupation requires high levels of physical fitness, sporting ability and personal commitment as well as, or in place of, formal qualifications or experience."
342114,"Participates in extramural activities not Elsewhere classified, These occupations require high levels of physical fitness, sporting ability and personal commitment as well as, or in place of, formal qualifications or experience."
3422,"Sports coaches, instructors and officials work with amateur and professional sportspersons to enhance performance, encourage greater participation in sport, and organize and officiate in sporting events according to established rules."
342201,"Promotes sports and skills development, and oversees the participation of young people in sport."
342202,"Officiates at sporting events such as netball, hockey, football, basketball, cricket, boxing and wrestling matches."
342203,"Coordinates and directs sporting activities, and liaises with other officials to interpret and enforce sporting rules and regulations."
342204,"Coaches, trains and instructs sportspersons by analysing their performances and developing their abilities."
3423,"Fitness and recreation instructors and program leaders lead, guide and instruct groups and individuals in recreational, fitness or outdoor adventure activities."
342301,"Directs, instructs and guides an individual or group in the pursuit of physical fitness and well-being."
342302,"Instructs and guides an individual or groups in the use of equipment and explaining and enforcing safety procedures, rules and regulations for outdoor adventure activities."
342303,"Plans, organises and provides guided cave exploring experiences for individuals and groups."
343,"Artistic cultural and culinary associate professionals combine creative skills and technical and cultural knowledge in taking and processing still photographs; design and decoration of theatre sets, shop displays and the interiors of homes; preparation of objects for display; maintenance of library and gallery collections, records and cataloguing systems; creation of menus and preparation and presentation of food; provision of support for stage, film and television production; and in other areas of artistic and cultural endeavour."
3431,"Photographers operate still cameras to photograph people, events, scenes, materials, products and other subjects."
343101,"Operates a still camera to take photographs."
343102,"Observes or takes photographs from an aircraft in order to obtain information."
3432,"Interior designers and decorators plan and design commercial, industrial, public, retail and residential building interiors to produce an environment tailored to a purpose, taking into consideration factors that enhance living and working environments and sales promotion, They coordinate and participate in their construction and decoration."
343201,"Plans, designs, details and supervises the construction of commercial, industrial, retail and residential building interiors to produce an environment tailored to a purpose, with particular emphasis on space creation, space planning, and factors that enhance living and working environments."
343202,"Plans the interior design of commercial or residential premises and arranges for decorating work to be done."
343203,"Plans and installs internal, window and fixed displays to show goods to their best advantage."
343204,"Designing and painting stage scenery."
3433,"Gallery, museum and library technicians prepare artworks, specimens and artefacts for collections, arrange and construct gallery exhibits, and assist librarians to organize and operate systems for handling recorded material and files."
343301,"Prepares artworks, specimens and artefacts artworks for collections, and arranges and constructs gallery exhibits."
343302,"Assists librarians and other information managers in organising and operating systems for handling recorded material and files."
3434,"Chefs design menus, create dishes and oversee the planning, organization preparation and cooking of meals in hotels, restaurants and other eating places, on board ships, on passenger trains and in private households."
343401,"Plans and organises the preparation and cooking of food in dining or catering establishments."
3439,"This unit group covers artistic and cultural associate professionals not classified elsewhere, For instance those who assist directors or actors with staging of theatrical, motion picture, television or commercial productions are classified here."
343901,"Pricks skin of patrons, using a needled electric tool that inserts indelible non-toxic pigment into skin to form decorative or ornamental designs."
343902,"Positions and controls lighting equipment for stage performances or television, video or film productions."
343903,"Plans, organises, supervises and coordinates the activities of workers responsible for placing sets and properties, and operating lighting and sound equipment as part of dramatic productions."
343904,"Selects, fits, and takes care of costumes for cast members, and aid entertainers, May assist with multiple costume changes during performances."
343905,"Conducts dangerous stunts on behalf of actors."
343906,"Fabricates, installs, and activates equipment to produce special effects, such as rain, snow, explosions, and other mechanical and electrical effects as required by script for television, motion picture, and theatrical productions."
343907,"Compiles and records details of scenes, such as action sequences, physical layout, and costumes used during photographing of motion pictures and television film productions."
343908,"Performs work involved in developing and processing photographic images from film or digital media, May perform precision tasks such as editing photographic negatives and prints."
343909,"Positions microphones in proximity of performers during filming of motion picture or television broadcasts."
343910,"Administers a schedule of appearances of an artist, or group of artists at a sequence of venues (a concert tour)."
35,"Information and communications technicians provide support for the day-to-day running of computer systems, communications systems and networks and perform technical tasks related to telecommunications, broadcast of image and sound as well as other types of telecommunications signals on land, sea or in aircraft."
351,"Information and communications technology operations and user support technicians provide support for the day-to-day running of communications systems, computer systems and networks and provide technical assistance to users."
3511,"Information and communications technology operations technicians support the day-to-day processing, operation and monitoring of information and communications technology systems, peripherals, hardware, software and related computer equipment to ensure optimal performance, and identify any problems."
351101,"Supports the day-to-day processing, operation and monitoring of information and communications technology systems, peripherals, hardware, software and related computer equipment and identify any problems."
3512,"Information and communications technology user support technicians provide technical assistance to users, either directly or by telephone, e-mail or other electronic means, including diagnosing and resolving issues and problems with software, hardware, computer peripheral equipment, networks, databases and the internet, and providing guidance and support in the deployment, installation and maintenance of systems."
351201,"Provides technical assistance to users, including diagnosing and resolving issues and problems with software, hardware, computer peripheral equipment, networks, databases, systems and the internet."
3513,"Computer network and systems technicians establish, operate and maintain network and other data communications systems."
351301,"Establishes, operates and maintains network and other data communications systems."
351302,"Assists scientists, technologists, or related professionals in building, maintaining, modifying, or using geographic information system (GIS) databases, May also perform some custom application development or provide user support."
351303,"Assists scientists, technologists, or related professionals in building, maintaining, modifying, or using geographic information system (GIS) databases, May also perform some custom application development or provide user support."
3514,"Web technicians maintain, monitor and support the optimal functioning of internet and intranet websites and web server hardware and software."
351401,"Maintains, monitors and supports the optimal functioning of internet and intranet websites and web server hardware and software."
352,"Telecommunications and broadcasting technicians control technical functioning of equipment to record and edit images and sound and for transmitting radio and television broadcasts of images and sounds, as well as other types of telecommunication signals on land, sea or in aircraft, perform technical tasks connected with telecommunications engineering research and with the design, manufacture, assembly, construction, operation, maintenance and repair of telecommunications systems."
3521,"Broadcasting and audio-visual technicians control technical functioning of equipment to record and edit images and sound and for transmitting radio and television broadcasts of images and sounds, as well as other types of telecommunication signals on land, sea or in aircraft."
352101,"Operates consoles to control radio or television broadcast transmitters."
352102,"Operates consoles to control radio or television broadcast transmitters."
352103,"Operates audio equipment to record, enhance, mix and amplify sound in support of television, radio, film or video productions, or stage performances."
352104,"Operates television equipment to record, edit, mix and prepare material for broadcast."
352105,"Sets up, operates, and maintains equipment that regulates the signal strength, the clarity, and the ranges of sounds of radio broadcasts."
352106,"Provides technical, administrative and organisational support to producers or directors for film, television, radio or stage productions."
3522,"Telecommunications engineering technicians perform technical tasks connected with telecommunications engineering research, as well as with the design, manufacture, assembly, construction, operation, maintenance and repair of telecommunications systems."
352201,"Carries out specialised design and support functions in telecommunications engineering including optimization and performance monitoring of telecommunications networks, diagnosis and repair of faults, and the selection and installation of equipment."
4,"Clerical support workers record, organise, store, compute and retrieve information related, and perform a number of clerical duties in connection with money-handling operations, travel arrangements, requests for information, and appointments."
41,"General and keyboard clerks record, organize, store and retrieve information and perform a range of clerical and administrative tasks according to established procedures."
411,"General office clerks perform a range of clerical and administrative tasks according to established procedures."
4111,"General office clerks perform a range of clerical and administrative tasks according to established procedures."
411101,"Performs a range of clerical and administrative tasks."
411102,"Processes back office transactions in order to fulfil business and client and/or customer requirements."
411103,"Preparation of venue for meetings of the Board, Verification of offender information, Documentation Control, Update offender database for the Board, Serve as the User Clerk for the Board" 
412,"Secretaries (general) use typewriters, personal computers or other word-processing equipment to transcribe correspondence and other documents, check and format documents prepared by other staff, deal with incoming and outgoing mail, screen requests for meetings or appointments, and perform a variety of administrative support tasks."
4121,"Secretaries (general) use typewriters, personal computers or other word-processing equipment to transcribe correspondence and other documents, check and format documents prepared by other staff, deal with incoming and outgoing mail, screen requests for meetings or appointments, and perform a variety of administrative support tasks."
412101,"Performs secretarial, clerical and other administrative tasks in support of managers and professionals."
413,"Keyboard operators input and process text and data, and prepare, edit and generate documents for storage, processing, publication and transmission."
4131,"Typists and word processing operators type, edit and print using typewriter, personal computer or other word processor, and record oral or written matter in shorthand."
413101,"Operates a computer to type, edit and generate a variety of documents and reports."
413102,"Records and reproduces the spoken word in court and parliamentary proceedings, television programming and for the deaf and hearing impaired using handwritten shorthand, stenotype shorthand machines, computer-assisted transcription software and sound recording equipment."
4132,"Data entry clerks enter coded, statistical, financial and other numerical data into electronic equipment, computerized databases, spreadsheets or other data repositories using a keyboard, mouse, or optical scanner, speech recognition software or other data entry tools, They enter data into mechanical and electronic devices to perform mathematical calculations."
413201,"Operates a keyboard to input and transfer data into a computer for storage, processing and transmission."
42,"Customer service clerks deal with clients in connection with money-handling operations, travel arrangements, requests for information, making appointments, operating telephone switchboards, and interviewing for surveys or to complete applications for eligibility for services."
421,"Tellers, money collectors and related clerks perform money-handling operations in establishments relating to banking, postal services, betting or gambling, pawning and debt-collecting."
4211,"Bank tellers and related clerks deal directly with clients of banks or post offices in connection with receiving, changing and paying out money, or providing mail services."
421101,"Process customer cash deposits and withdrawals, cheques, transfers, bills, credit card payments, money orders, certified cheques and other related banking transactions."
421102,"Making records of all transactions and reconciling them with cash balance."
421103,"Changing money from one currency to another, as requested by clients."
421104,"Processes used banknotes to maintain the quality and intergrity of banknotes in circulation."
421105,"Renders frontline services to clients / customers at a retail postal services outlet."
4212,"Bookmakers and croupiers and related gambling workers determine odds and receive and pay off bets on results of sporting or other events, or conduct games of chance in gambling establishments."
421201,"Determines risk, offers odds and accepts bets on the outcome of racing and other events."
421202,"Provides gaming services within a casino or other gambling establishment."
421203,"Records and processes customer bets, payments and payouts over the counter at betting agencies for horse and dog racing, and other sports and events."
421204,"Assists bookmakers to provide on course betting services at race meetings."
421205,"Records and processes customer bets and account details over the telephone for horse and dog racing, and other sports events, May work in a call centre."
421206,"Operates the equipment used for the random selection of bingo numbers and to call the numbers at the bingo event."
421207,"Assists public in registering betting numbers for lotto draw."
4213,"Pawnbrokers and money-lenders lend money against articles deposited as pledges, or against property or other security."
421301,"Lends money against articles deposited as pledges, or against property or other security."
4214,"Debt-collectors and related workers collect payments on overdue accounts and bad cheques and collect charity payments."
421401,"Collects payments for overdue accounts, overdue instalments or damage claims on behalf of creditors."
422,"Client information clerks provide or obtain information in person, by telephone or electronic means such as e-mail in connection with making travel arrangements, describing the products or services of an organization, registering and greeting guests and visitors, making appointments, connecting telephone calls and collecting information from survey respondents or applicants for services."
4221,"Travel consultants and clerks supply information, arrange travel itineraries, obtain travel and accommodation reservations and organize group tours."
422101,"Provides travel and accommodation information to tourists, May work in a call centre."
422102,"Plans travel, accommodation and associated arrangements for clients, and makes travel bookings, May work in a call centre."
4222,"Contact centre information clerks provide advice and information to clients, respond to queries regarding a company’s or an organization’s goods, services or policies, and process financial transactions using the telephone or electronic communications media, such as email, They are located in premises that may be remote from clients or other operations of the organizations or companies about whom information is provided."
422201,"Provides expert response to complex customer enquiries according to agreed key performance indicators."
422202,"Initiates specialised contact with targeted and/or selected customers according to agreed key performance indicators or outcomes."
422203,"Monitors customer service levels and schedules adherence at agreed intervals, escalates deviations to the relevant stakeholders and assists with implementing scheduled revisions."
422204,"Develops human resource plans and schedules to meet customer service and employee wellbeing requirements."
422205,"Projects future workload and capacity requirements for defined forecast horizons in order to meet customer service, financial and employee wellbeing objectives."
422206,"Conducts inbound and/or outbound calls, responds to, or communicates with customers on a variety of products or services."
4223,"Telephone switchboard operators operate telephone communications switchboards and consoles to establish telephone connections, receive caller inquiries and service problem reports, and record and relay messages to staff or clients."
422301,"Operates telecommunication switchboards and consoles to assist callers establish telephone connections, receive caller inquiries and fault reports."
4224,"Hotel receptionists register guests, assign rooms, issue keys, provide information concerning the hotel services, make room reservations, keep a record of rooms available for occupancy and present statements of charges to departing guests and receive payment."
422401,"Greets guests, checks guests in, and looks after their needs on arrival and during their stay in a hotel or motel."
4225,"Enquiry clerks respond to personal, written, electronic mail, and telephone enquiries and complaints about the organization’s goods, services and policies, provide information and refer people to other sources, They are employed in locations which put them in direct contact with clients or with the production of the goods and services provided."
422501,"Responds to personal, written and telephone inquiries and complaints about the organisation's goods and services, provides information and refers people to other sources."
4226,"Receptionists (general) receive and welcome visitors, clients, or guests and respond to enquiries and requests including arranging for appointments."
422601,"Greets clients and visitors, and responds to personal, telephone, email and written inquiries and requests."
422602,"Greets patients and other clients in a health facility such as a clinic, practice, centre or surgery, and responds to personal, telephone and written inquiries and requests."
4227,"Survey and market research interviewers interview people and record their responses to survey and market research questions on a range of topics."
422701,"Interviews people and records their responses to survey and market research questions on a range of topics, May work in a call centre."
4229,"This unit group includes client information workers not included elsewhere in minor group 422, For instance, it includes workers who obtain and process information from clients needed to determine eligibility for services."
422901,"Records and processes information required for the admission and discharge of hospital patients and responds to telephone inquiries."
422902,"Coordinates administrative and logistic processes on board a ship on behalf of ship's crew and passengers."
43,"Numerical clerks and material recording clerks obtain, compile and compute accounting, bookkeeping, statistical, financial, and other numerical data, and take charge of cash transactions incidental to business matters, Some occupations classified here keep records of goods produced, purchased, stocked, dispatched, and of materials needed at specified production dates, or keep records of operational aspects and coordinate the timing of passenger and freight transport."
431,"Numerical clerks obtain, compile and compute accounting, bookkeeping, statistical, financial, and other numerical data, and take charge of cash transactions incidental to business matters."
4311,"Accounting and bookkeeping clerks compute, classify, and record numerical data to keep financial records complete, They perform any combination of routine calculating, posting, and verifying duties to obtain primary financial data for use in maintaining accounting records."
431101,"Monitors creditor and debtor accounts, and undertakes related routine documentation, May work in a call centre."
431102,"Calculates and investigates the cost of wages, materials, overheads and other operating expenses."
431103,"Prepares and maintains tax records."
4312,"Statistical, finance and insurance clerks obtain, compile and compute statistical or actuarial data or perform clerical tasks relating to the transactions of insurance establishments, banks and other financial establishments."
431201,"Prepares and checks documentation associated with insurance, May work in a call centre."
431202,"Handles the administrative work associated with the execution and finalisation of financial markets transactions."
431203,"Compiles data and undertakes statistical and actuarial computations."
431204,"Determines liability and negotiates and audits insurance settlements."
4313,"Payroll clerks collect, verify and process payroll information and compute pay and benefit entitlements for employees within a department, company or other establishment."
431301,"Prepares payroll, wages and related records for employee salaries and statutory record keeping purposes."
432,"Material-recording and transport clerks keep records of goods produced, purchased, stocked, dispatched, and of materials needed at specified production dates, or keep records of operational aspects and coordinate the timing of passenger and freight transport."
4321,"Stock clerks maintain records of goods produced and production materials received, weighed, issued, dispatched or put into stock."
432101,"Monitors stock levels and maintains stock, order and inventory records."
432102,"Verifies and maintains records of incoming and outgoing goods in a warehouse or distribution centre and prepares goods for dispatch."
432103,"Receives purchase requests for goods and services, checks requests against inventory records and stock, and processes orders."
432104,"Administers and coordinates storage and distribution operations within an organisation."
432105,"Issues and receives lamproom equipment, applies good housekeeping, charges, stores, maintains and repairs equipment."
4322,"Production clerks compute quantities of materials required at specified dates for manufacturing, construction and similar production programmes, and prepare and check production operation schedules."
432201,"Records and coordinates the flow of work and materials between departments or sub-sections, examines orders for goods and prepares production schedules for production units."
4323,"Transport clerks keep records of operational aspects and coordinate the timing of train, road and air passenger and freight transport, and prepare reports for management."
432301,"Keeps records of operational aspects and coordinate the timing of train, road and air passenger and freight transport, and prepare reports for management."
44,"Other clerks perform clerical duties in newspapers, courts, libraries and post offices, file documents, prepare information for processing, maintain personnel records, check material for consistency with original source material and write on behalf of illiterate persons."
441,"Other clerks perform clerical duties in newspapers, courts, libraries and post offices, file documents, prepare information for processing, maintain personnel records, check material for consistency with original source material and write on behalf of illiterate persons."
4411,"Library clerks issue and receive library materials, sort and shelve books, sound and vision recordings, periodicals, journals, magazines and newspapers and provide general library information to library users."
441101,"Issues, receives and shelves library items and maintains associated records."
4412,"Mail carriers and sorting clerks perform sorting, recording, delivery and other duties in connection with mail services from post offices or related organizations, as well as from or within an establishment."
441201,"Delivers goods, documents, messages, samples, x-rays and test results."
441202,"Delivers mail on foot, by bicycle or motorised transport over allocated delivery rounds."
441203,"Collects, sorts and dispatches mail within an organisation."
4413,"Coding, proof-reading, and related clerks convert information into codes, verify and correct proofs, and perform a number of miscellaneous clerical duties."
441301,"Translates narrative descriptions and numeric information into classification or record systems."
441302,"Reads draft copies and proofs, detects errors and marks corrections to grammar, typing and composition."
4414,"Scribes and related workers write letters and complete forms on behalf of illiterate persons."
441401,"Writes letters and complete forms on behalf of illiterate persons."
4415,"Filing and copying clerks file correspondence, cards, invoices, receipts, and other records in alphabetical or numerical order or according to the filing system used, They locate and remove material from file when requested and photocopy, scan or fax documents."
441501,"Processes and handles information and documents to maintain access to and security of database and record management systems."
441502,"Operates one or more of a variety of office machines, such as photocopying, photographic, and duplicating machines, or other office machines."
4416,"Personnel clerks maintain and update personnel records such as information on transfers and promotions, performance evaluations, employee leave taken and accumulated, salaries, qualifications and training."
441601,"Maintains and updates personnel records such as information on promotions, employee leave taken and accumulated, salaries, superannuation and taxation, qualifications and training."
441602,"Maintains and updates organisational skills development plans, reports, programmes and projects."
441603,"Updates employee benefits data from source documents, reconciles and submits records / statements to third parties such as pension funds, medical aids and other benefit schemes."
441604,"Provides administrative, screening and pre-conciliation services for referred labour disputes."
441605,"Responsible for administration of student recruitment, applications, admissions, registration and student records maintenance in higher and further education institutions or provides administrative function on student recruitment."
4419,"This unit group covers clerical support workers not classified elsewhere in major group 4, For instance, the group includes, correspondence clerks, press clippers and publication clerks."
441901,"Receives and records advertising copies for publication and broadcasting."
441902,"Prepares, interprets, maintains, reviews and negotiates variations to contracts on behalf of an organisation."
441903,"Plans and undertakes administration of organisational programs, special projects and support services."
441905,"Performs a range of clerical and administrative tasks in support of public relations and communication management."
5,"Service and sales workers provide personal and protective services related to travel, housekeeping, catering, personal care, or protection against fire and unlawful acts, or demonstrate and sell goods in wholesale or retail shops and similar establishments, as well as at stalls and on markets."
51,"Personal service workers provide personal services related to travel, housekeeping, catering, child and personal care."
511,"Travel attendants, conductors and guides provide various personal services in connection with travelling by aircraft, train, ship, bus or other vehicle, and escorting individuals and groups on travel tours, sightseeing visits and excursions."
5111,"Travel attendants and travel stewards ensure the comfort and safety of passengers, serve meals and beverages and render personal services, usually on aircraft and onboard ships, They may plan and coordinate housekeeping and social activities on ships."
511101,"Provides services for the safety and comfort of aircraft passengers."
511102,"Provides services for the safety and comfort of passengers travelling by bus."
511103,"Provides services for the safety and comfort of passengers travelling by ship."
511104,"Provides services for the safety and comfort of passengers travelling by train."
5112,"Transport conductors check and issue tickets and ensure the safety and comfort of passengers on trains, trams, buses and other public transport vehicles."
511201,"Collects fares and issues tickets on a transport vehicle."
5113,"Travel guides accompany individuals or groups on trips, sightseeing tours and excursions and on tours of places of interest such as historical sites, industrial establishments and theme parks, They describe points of interest and provide background information on interesting features."
511301,"Answers inquires and directs and guides visitors in galleries or museums."
511302,"Escorts visitors on sightseeing, educational or other tours, and describes and explains points of interest."
512,"Cooks plan, organize, prepare and cook meals in hotels, restaurants and other eating places, on board ships, on passenger trains and in private households."
5121,"Cooks plan, organize, prepare and cook meals in hotels, restaurants and other eating places, on board ships, on passenger trains and in private households."
512101,"Prepares, seasons and cooks food in a dining or catering establishment."
513,"Waiters and bartenders serve food and beverages in commercial dining and drinking places, clubs, institutions and canteens, on board ships and on passenger trains."
5131,"Waiters serve food and beverages at tables in dining and drinking places, clubs, institutions and canteens, on board ships and on passenger trains."
513101,"Serves food and drinks in a hotel, restaurant, club or dining establishment."
513102,"Sells and serves food and beverages for consumption on premises in a cafe or similar establishment."
5132,"Bartenders prepare, mix and serve alcoholic and non-alcoholic drinks directly to customers over a bar or counter, or through waiters."
513201,"Prepares, mixes and serves alcoholic and non-alcoholic drinks to patrons in a bar in a licensed establishment."
513202,"Prepares and serves espresso coffee and other hot beverages to patrons in a cafe, coffee shop, restaurant or dining establishment."
514,"Hairdressers, beauticians and related workers cut and dress hair, shave and trim beards, give beauty treatment, apply cosmetics and make-up and give other kinds of treatment to individuals in order to improve their appearance."
5141,"Hairdressers cut, style, colour, straighten and permanently wave hair, shave or trim facial hair and treat scalp conditions."
514101,"Cuts, styles, colours, straightens and permanently wave hair, and treat hair and scalp conditions."
